# schedule_id	doctor_id	work_date	time_slot	max_appt	max_onsite	status
SCH2026050706111100	A0006	2026-05-07	上午(08:00-12:00	20	10	正常
SCH2026050808000016	Z0073	2026-05-08	上午(08:00-12:0	16	6	正常
SCH2026050814000016	Z0073	2026-05-08	下午(14:00-18:0	16	5	正常
SCH2026050908000016	Z0073	2026-05-09	上午(08:00-12:0	13	6	停诊
SCH2026050914000016	Z0073	2026-05-09	下午(14:00-18:0	17	6	正常
SCH2026051008000016	Z0073	2026-05-10	上午(08:00-12:0	15	9	正常
SCH2026051014000016	Z0073	2026-05-10	下午(14:00-18:0	16	6	正常
SCH2026051108000016	Z0073	2026-05-11	上午(08:00-12:0	11	6	正常
SCH2026051114000016	Z0073	2026-05-11	下午(14:00-18:0	16	5	正常
SCH2026050508000017	Z0074	2026-05-05	上午(08:00-12:0	22	6	正常
SCH2026050514000017	Z0074	2026-05-05	下午(14:00-18:0	12	10	正常
SCH2026050608000017	Z0074	2026-05-06	上午(08:00-12:0	12	7	正常
SCH2026050614000017	Z0074	2026-05-06	下午(14:00-18:0	25	7	正常
SCH2026050708000017	Z0074	2026-05-07	上午(08:00-12:0	19	8	正常
SCH2026050714000017	Z0074	2026-05-07	下午(14:00-18:0	20	5	停诊
SCH2026050808000017	Z0074	2026-05-08	上午(08:00-12:0	13	8	正常
SCH2026050814000017	Z0074	2026-05-08	下午(14:00-18:0	16	7	正常
SCH2026050908000017	Z0074	2026-05-09	上午(08:00-12:0	14	6	正常
SCH2026050914000017	Z0074	2026-05-09	下午(14:00-18:0	22	7	正常
SCH2026051008000017	Z0074	2026-05-10	上午(08:00-12:0	20	10	正常
SCH2026051014000017	Z0074	2026-05-10	下午(14:00-18:0	19	8	正常
SCH2026051108000017	Z0074	2026-05-11	上午(08:00-12:0	19	6	正常
SCH2026051114000017	Z0074	2026-05-11	下午(14:00-18:0	15	6	正常
SCH2026050508000017	Z0075	2026-05-05	上午(08:00-12:0	10	7	正常
SCH2026050514000017	Z0075	2026-05-05	下午(14:00-18:0	21	9	正常
SCH2026050608000017	Z0075	2026-05-06	上午(08:00-12:0	24	6	正常
SCH2026050614000017	Z0075	2026-05-06	下午(14:00-18:0	15	7	停诊
SCH2026050708000017	Z0075	2026-05-07	上午(08:00-12:0	10	5	正常
SCH2026050714000017	Z0075	2026-05-07	下午(14:00-18:0	10	5	正常
SCH2026050808000017	Z0075	2026-05-08	上午(08:00-12:0	22	5	停诊
SCH2026050814000017	Z0075	2026-05-08	下午(14:00-18:0	23	8	正常
SCH2026050908000017	Z0075	2026-05-09	上午(08:00-12:0	12	5	正常
SCH2026050914000017	Z0075	2026-05-09	下午(14:00-18:0	19	7	正常
SCH2026051008000017	Z0075	2026-05-10	上午(08:00-12:0	10	10	正常
SCH2026051014000017	Z0075	2026-05-10	下午(14:00-18:0	17	7	正常
SCH2026051108000017	Z0075	2026-05-11	上午(08:00-12:0	13	9	正常
SCH2026051114000017	Z0075	2026-05-11	下午(14:00-18:0	13	5	正常
SCH2026050508000017	Z0076	2026-05-05	上午(08:00-12:0	11	8	正常
SCH2026050514000017	Z0076	2026-05-05	下午(14:00-18:0	14	10	正常
SCH2026050608000017	Z0076	2026-05-06	上午(08:00-12:0	21	10	正常
SCH2026050614000017	Z0076	2026-05-06	下午(14:00-18:0	21	9	正常
SCH2026050708000017	Z0076	2026-05-07	上午(08:00-12:0	17	10	正常
SCH2026050714000017	Z0076	2026-05-07	下午(14:00-18:0	25	9	正常
SCH2026050808000017	Z0076	2026-05-08	上午(08:00-12:0	23	9	正常
SCH2026050814000017	Z0076	2026-05-08	下午(14:00-18:0	15	5	正常
SCH2026050908000017	Z0076	2026-05-09	上午(08:00-12:0	19	10	停诊
SCH2026050914000017	Z0076	2026-05-09	下午(14:00-18:0	17	8	正常
SCH2026051008000017	Z0076	2026-05-10	上午(08:00-12:0	14	5	正常
SCH2026051014000017	Z0076	2026-05-10	下午(14:00-18:0	16	7	正常
SCH2026051108000017	Z0076	2026-05-11	上午(08:00-12:0	10	8	正常
SCH2026051114000017	Z0076	2026-05-11	下午(14:00-18:0	18	9	正常
SCH2026050508000017	Z0077	2026-05-05	上午(08:00-12:0	25	9	正常
SCH2026050514000017	Z0077	2026-05-05	下午(14:00-18:0	22	7	正常
SCH2026050608000017	Z0077	2026-05-06	上午(08:00-12:0	13	7	正常
SCH2026050614000017	Z0077	2026-05-06	下午(14:00-18:0	25	10	正常
SCH2026050708000017	Z0077	2026-05-07	上午(08:00-12:0	23	6	正常
SCH2026050714000017	Z0077	2026-05-07	下午(14:00-18:0	22	7	正常
SCH2026050808000017	Z0077	2026-05-08	上午(08:00-12:0	21	10	正常
SCH2026050814000017	Z0077	2026-05-08	下午(14:00-18:0	23	9	正常
SCH2026050908000017	Z0077	2026-05-09	上午(08:00-12:0	11	6	正常
SCH2026050914000017	Z0077	2026-05-09	下午(14:00-18:0	23	10	正常
SCH2026051008000017	Z0077	2026-05-10	上午(08:00-12:0	15	10	正常
SCH2026051014000017	Z0077	2026-05-10	下午(14:00-18:0	22	5	正常
SCH2026051108000017	Z0077	2026-05-11	上午(08:00-12:0	14	9	正常
SCH2026051114000017	Z0077	2026-05-11	下午(14:00-18:0	24	8	正常
SCH2026050508000017	Z0078	2026-05-05	上午(08:00-12:0	13	10	正常
SCH2026050514000017	Z0078	2026-05-05	下午(14:00-18:0	19	6	正常
SCH2026050608000017	Z0078	2026-05-06	上午(08:00-12:0	14	8	正常
SCH2026050614000017	Z0078	2026-05-06	下午(14:00-18:0	16	9	正常
SCH2026050708000017	Z0078	2026-05-07	上午(08:00-12:0	25	6	正常
SCH2026050714000017	Z0078	2026-05-07	下午(14:00-18:0	13	6	正常
SCH2026050808000017	Z0078	2026-05-08	上午(08:00-12:0	12	6	正常
SCH2026050814000017	Z0078	2026-05-08	下午(14:00-18:0	14	7	停诊
SCH2026050908000017	Z0078	2026-05-09	上午(08:00-12:0	24	5	正常
SCH2026050914000017	Z0078	2026-05-09	下午(14:00-18:0	22	5	正常
SCH2026051008000017	Z0078	2026-05-10	上午(08:00-12:0	24	8	正常
SCH2026051014000017	Z0078	2026-05-10	下午(14:00-18:0	18	10	正常
SCH2026051108000017	Z0078	2026-05-11	上午(08:00-12:0	24	9	正常
SCH2026051114000017	Z0078	2026-05-11	下午(14:00-18:0	25	8	正常
SCH2026050508000017	Z0079	2026-05-05	上午(08:00-12:0	17	6	正常
SCH2026050514000017	Z0079	2026-05-05	下午(14:00-18:0	14	7	停诊
SCH2026050608000017	Z0079	2026-05-06	上午(08:00-12:0	20	7	正常
SCH2026050614000017	Z0079	2026-05-06	下午(14:00-18:0	11	5	正常
SCH2026050708000017	Z0079	2026-05-07	上午(08:00-12:0	23	9	正常
SCH2026050714000017	Z0079	2026-05-07	下午(14:00-18:0	11	8	正常
SCH2026050808000017	Z0079	2026-05-08	上午(08:00-12:0	16	9	正常
SCH2026050814000017	Z0079	2026-05-08	下午(14:00-18:0	10	5	正常
SCH2026050908000017	Z0079	2026-05-09	上午(08:00-12:0	19	9	正常
SCH2026050914000017	Z0079	2026-05-09	下午(14:00-18:0	21	6	停诊
SCH2026051008000017	Z0079	2026-05-10	上午(08:00-12:0	18	5	正常
SCH2026051014000017	Z0079	2026-05-10	下午(14:00-18:0	23	5	正常
SCH2026051108000017	Z0079	2026-05-11	上午(08:00-12:0	14	7	正常
SCH2026051114000017	Z0079	2026-05-11	下午(14:00-18:0	16	7	正常
SCH2026050508000017	Z0080	2026-05-05	上午(08:00-12:0	24	5	正常
SCH2026050514000017	Z0080	2026-05-05	下午(14:00-18:0	21	9	正常
SCH2026050608000017	Z0080	2026-05-06	上午(08:00-12:0	10	9	停诊
SCH2026050614000017	Z0080	2026-05-06	下午(14:00-18:0	20	6	正常
SCH2026050708000017	Z0080	2026-05-07	上午(08:00-12:0	19	10	正常
SCH2026050714000017	Z0080	2026-05-07	下午(14:00-18:0	11	10	正常
SCH2026050808000017	Z0080	2026-05-08	上午(08:00-12:0	23	5	正常
SCH2026050814000017	Z0080	2026-05-08	下午(14:00-18:0	21	9	正常
SCH2026050908000017	Z0080	2026-05-09	上午(08:00-12:0	14	7	正常
SCH2026050914000017	Z0080	2026-05-09	下午(14:00-18:0	10	8	正常
SCH2026051008000017	Z0080	2026-05-10	上午(08:00-12:0	16	8	停诊
SCH2026051014000017	Z0080	2026-05-10	下午(14:00-18:0	10	9	正常
SCH2026051108000017	Z0080	2026-05-11	上午(08:00-12:0	21	10	正常
SCH2026051114000017	Z0080	2026-05-11	下午(14:00-18:0	11	7	正常
SCH2026050508000017	Z0081	2026-05-05	上午(08:00-12:0	10	10	停诊
SCH2026050514000017	Z0081	2026-05-05	下午(14:00-18:0	15	7	正常
SCH2026050608000017	Z0081	2026-05-06	上午(08:00-12:0	13	7	正常
SCH2026050614000017	Z0081	2026-05-06	下午(14:00-18:0	21	10	正常
SCH2026050708000017	Z0081	2026-05-07	上午(08:00-12:0	13	8	正常
SCH2026050714000017	Z0081	2026-05-07	下午(14:00-18:0	19	5	正常
SCH2026050808000017	Z0081	2026-05-08	上午(08:00-12:0	22	5	正常
SCH2026050814000017	Z0081	2026-05-08	下午(14:00-18:0	25	5	正常
SCH2026050908000017	Z0081	2026-05-09	上午(08:00-12:0	15	10	正常
SCH2026050914000017	Z0081	2026-05-09	下午(14:00-18:0	13	7	正常
SCH2026051008000017	Z0081	2026-05-10	上午(08:00-12:0	19	5	正常
SCH2026051014000017	Z0081	2026-05-10	下午(14:00-18:0	19	6	正常
SCH2026051108000017	Z0081	2026-05-11	上午(08:00-12:0	24	6	正常
SCH2026051114000017	Z0081	2026-05-11	下午(14:00-18:0	21	10	正常
SCH2026050508000017	Z0082	2026-05-05	上午(08:00-12:0	22	5	正常
SCH2026050514000017	Z0082	2026-05-05	下午(14:00-18:0	12	5	正常
SCH2026050608000017	Z0082	2026-05-06	上午(08:00-12:0	25	10	正常
SCH2026050614000017	Z0082	2026-05-06	下午(14:00-18:0	16	8	正常
SCH2026050708000017	Z0082	2026-05-07	上午(08:00-12:0	17	7	正常
SCH2026050714000017	Z0082	2026-05-07	下午(14:00-18:0	17	7	正常
SCH2026050808000017	Z0082	2026-05-08	上午(08:00-12:0	17	8	正常
SCH2026050814000017	Z0082	2026-05-08	下午(14:00-18:0	21	9	正常
SCH2026050908000017	Z0082	2026-05-09	上午(08:00-12:0	25	8	正常
SCH2026050914000017	Z0082	2026-05-09	下午(14:00-18:0	23	5	正常
SCH2026051008000017	Z0082	2026-05-10	上午(08:00-12:0	19	5	正常
SCH2026051014000017	Z0082	2026-05-10	下午(14:00-18:0	15	6	正常
SCH2026051108000017	Z0082	2026-05-11	上午(08:00-12:0	24	7	正常
SCH2026051114000017	Z0082	2026-05-11	下午(14:00-18:0	21	8	正常
SCH2026050508000017	Z0083	2026-05-05	上午(08:00-12:0	20	9	正常
SCH2026050514000017	Z0083	2026-05-05	下午(14:00-18:0	25	9	正常
SCH2026050608000017	Z0083	2026-05-06	上午(08:00-12:0	11	10	正常
SCH2026050614000017	Z0083	2026-05-06	下午(14:00-18:0	22	7	正常
SCH2026050708000017	Z0083	2026-05-07	上午(08:00-12:0	17	9	正常
SCH2026050714000017	Z0083	2026-05-07	下午(14:00-18:0	20	10	正常
SCH2026050808000017	Z0083	2026-05-08	上午(08:00-12:0	14	7	正常
SCH2026050814000017	Z0083	2026-05-08	下午(14:00-18:0	24	9	正常
SCH2026050908000017	Z0083	2026-05-09	上午(08:00-12:0	22	8	正常
SCH2026050914000017	Z0083	2026-05-09	下午(14:00-18:0	24	5	正常
SCH2026051008000017	Z0083	2026-05-10	上午(08:00-12:0	21	7	正常
SCH2026051014000017	Z0083	2026-05-10	下午(14:00-18:0	10	10	正常
SCH2026051108000017	Z0083	2026-05-11	上午(08:00-12:0	17	9	正常
SCH2026051114000017	Z0083	2026-05-11	下午(14:00-18:0	17	10	正常
SCH2026050508000018	Z0084	2026-05-05	上午(08:00-12:0	17	8	正常
SCH2026050514000018	Z0084	2026-05-05	下午(14:00-18:0	24	10	正常
SCH2026050608000018	Z0084	2026-05-06	上午(08:00-12:0	12	9	正常
SCH2026050614000018	Z0084	2026-05-06	下午(14:00-18:0	11	9	停诊
SCH2026050708000018	Z0084	2026-05-07	上午(08:00-12:0	11	7	正常
SCH2026050714000018	Z0084	2026-05-07	下午(14:00-18:0	16	10	正常
SCH2026050808000018	Z0084	2026-05-08	上午(08:00-12:0	10	10	正常
SCH2026050814000018	Z0084	2026-05-08	下午(14:00-18:0	18	10	正常
SCH2026050908000018	Z0084	2026-05-09	上午(08:00-12:0	18	9	正常
SCH2026050914000018	Z0084	2026-05-09	下午(14:00-18:0	23	5	正常
SCH2026051008000018	Z0084	2026-05-10	上午(08:00-12:0	25	9	正常
SCH2026051014000018	Z0084	2026-05-10	下午(14:00-18:0	10	6	正常
SCH2026051108000018	Z0084	2026-05-11	上午(08:00-12:0	11	9	正常
SCH2026051114000018	Z0084	2026-05-11	下午(14:00-18:0	21	5	正常
SCH2026050508000018	Z0085	2026-05-05	上午(08:00-12:0	15	5	正常
SCH2026050514000018	Z0085	2026-05-05	下午(14:00-18:0	13	9	正常
SCH2026050608000018	Z0085	2026-05-06	上午(08:00-12:0	22	9	正常
SCH2026050614000018	Z0085	2026-05-06	下午(14:00-18:0	21	10	正常
SCH2026050708000018	Z0085	2026-05-07	上午(08:00-12:0	25	8	正常
SCH2026050714000018	Z0085	2026-05-07	下午(14:00-18:0	11	6	正常
SCH2026050808000018	Z0085	2026-05-08	上午(08:00-12:0	15	8	正常
SCH2026050814000018	Z0085	2026-05-08	下午(14:00-18:0	16	9	正常
SCH2026050908000018	Z0085	2026-05-09	上午(08:00-12:0	11	7	正常
SCH2026050914000018	Z0085	2026-05-09	下午(14:00-18:0	25	6	正常
SCH2026051008000018	Z0085	2026-05-10	上午(08:00-12:0	17	6	正常
SCH2026051014000018	Z0085	2026-05-10	下午(14:00-18:0	22	6	正常
SCH2026051108000018	Z0085	2026-05-11	上午(08:00-12:0	25	10	正常
SCH2026051114000018	Z0085	2026-05-11	下午(14:00-18:0	24	8	正常
SCH2026050508000018	Z0086	2026-05-05	上午(08:00-12:0	22	10	正常
SCH2026050514000018	Z0086	2026-05-05	下午(14:00-18:0	12	9	正常
SCH2026050608000018	Z0086	2026-05-06	上午(08:00-12:0	18	9	正常
SCH2026050614000018	Z0086	2026-05-06	下午(14:00-18:0	10	6	正常
SCH2026050708000018	Z0086	2026-05-07	上午(08:00-12:0	23	8	正常
SCH2026050714000018	Z0086	2026-05-07	下午(14:00-18:0	24	6	正常
SCH2026050808000018	Z0086	2026-05-08	上午(08:00-12:0	16	6	正常
SCH2026050814000018	Z0086	2026-05-08	下午(14:00-18:0	13	8	正常
SCH2026050908000018	Z0086	2026-05-09	上午(08:00-12:0	20	6	正常
SCH2026050914000018	Z0086	2026-05-09	下午(14:00-18:0	20	8	停诊
SCH2026051008000018	Z0086	2026-05-10	上午(08:00-12:0	21	5	正常
SCH2026051014000018	Z0086	2026-05-10	下午(14:00-18:0	15	6	正常
SCH2026051108000018	Z0086	2026-05-11	上午(08:00-12:0	21	9	正常
SCH2026051114000018	Z0086	2026-05-11	下午(14:00-18:0	11	7	正常
SCH2026050508000018	Z0087	2026-05-05	上午(08:00-12:0	14	5	正常
SCH2026050514000018	Z0087	2026-05-05	下午(14:00-18:0	19	10	正常
SCH2026050608000018	Z0087	2026-05-06	上午(08:00-12:0	15	7	正常
SCH2026050614000018	Z0087	2026-05-06	下午(14:00-18:0	19	9	正常
SCH2026050708000018	Z0087	2026-05-07	上午(08:00-12:0	10	9	正常
SCH2026050714000018	Z0087	2026-05-07	下午(14:00-18:0	22	6	正常
SCH2026050808000018	Z0087	2026-05-08	上午(08:00-12:0	22	6	正常
SCH2026050814000018	Z0087	2026-05-08	下午(14:00-18:0	11	7	正常
SCH2026050908000018	Z0087	2026-05-09	上午(08:00-12:0	19	5	停诊
SCH2026050914000018	Z0087	2026-05-09	下午(14:00-18:0	16	6	正常
SCH2026051008000018	Z0087	2026-05-10	上午(08:00-12:0	16	5	正常
SCH2026051014000018	Z0087	2026-05-10	下午(14:00-18:0	14	6	正常
SCH2026051108000018	Z0087	2026-05-11	上午(08:00-12:0	23	5	正常
SCH2026051114000018	Z0087	2026-05-11	下午(14:00-18:0	11	9	正常
SCH2026050508000018	Z0088	2026-05-05	上午(08:00-12:0	25	5	正常
SCH2026050514000018	Z0088	2026-05-05	下午(14:00-18:0	24	6	正常
SCH2026050608000018	Z0088	2026-05-06	上午(08:00-12:0	25	8	正常
SCH2026050614000018	Z0088	2026-05-06	下午(14:00-18:0	19	10	正常
SCH2026050708000018	Z0088	2026-05-07	上午(08:00-12:0	12	6	停诊
SCH2026050714000018	Z0088	2026-05-07	下午(14:00-18:0	17	6	正常
SCH2026050808000018	Z0088	2026-05-08	上午(08:00-12:0	21	5	正常
SCH2026050814000018	Z0088	2026-05-08	下午(14:00-18:0	11	8	停诊
SCH2026050908000018	Z0088	2026-05-09	上午(08:00-12:0	13	8	正常
SCH2026050914000018	Z0088	2026-05-09	下午(14:00-18:0	25	8	正常
SCH2026051008000018	Z0088	2026-05-10	上午(08:00-12:0	24	9	正常
SCH2026051014000018	Z0088	2026-05-10	下午(14:00-18:0	20	5	正常
SCH2026051108000018	Z0088	2026-05-11	上午(08:00-12:0	20	7	正常
SCH2026051114000018	Z0088	2026-05-11	下午(14:00-18:0	14	7	正常
SCH2026050508000018	Z0089	2026-05-05	上午(08:00-12:0	10	7	正常
SCH2026050514000018	Z0089	2026-05-05	下午(14:00-18:0	14	6	正常
SCH2026050608000018	Z0089	2026-05-06	上午(08:00-12:0	25	10	正常
SCH2026050614000018	Z0089	2026-05-06	下午(14:00-18:0	17	9	正常
SCH2026050708000018	Z0089	2026-05-07	上午(08:00-12:0	22	7	正常
SCH2026050714000018	Z0089	2026-05-07	下午(14:00-18:0	22	7	正常
SCH2026050808000018	Z0089	2026-05-08	上午(08:00-12:0	24	7	正常
SCH2026050814000018	Z0089	2026-05-08	下午(14:00-18:0	25	7	正常
SCH2026050908000018	Z0089	2026-05-09	上午(08:00-12:0	22	5	正常
SCH2026050914000018	Z0089	2026-05-09	下午(14:00-18:0	25	6	正常
SCH2026051008000018	Z0089	2026-05-10	上午(08:00-12:0	21	6	正常
SCH2026051014000018	Z0089	2026-05-10	下午(14:00-18:0	10	7	正常
SCH2026051108000018	Z0089	2026-05-11	上午(08:00-12:0	14	6	正常
SCH2026051114000018	Z0089	2026-05-11	下午(14:00-18:0	24	7	正常
SCH2026050508000018	Z0090	2026-05-05	上午(08:00-12:0	22	8	正常
SCH2026050514000018	Z0090	2026-05-05	下午(14:00-18:0	10	10	正常
SCH2026050608000018	Z0090	2026-05-06	上午(08:00-12:0	14	8	正常
SCH2026050614000018	Z0090	2026-05-06	下午(14:00-18:0	25	7	正常
SCH2026050708000018	Z0090	2026-05-07	上午(08:00-12:0	19	8	正常
SCH2026050714000018	Z0090	2026-05-07	下午(14:00-18:0	19	7	正常
SCH2026050808000018	Z0090	2026-05-08	上午(08:00-12:0	13	10	正常
SCH2026050814000018	Z0090	2026-05-08	下午(14:00-18:0	17	6	正常
SCH2026050908000018	Z0090	2026-05-09	上午(08:00-12:0	21	6	正常
SCH2026050914000018	Z0090	2026-05-09	下午(14:00-18:0	12	8	正常
SCH2026051008000018	Z0090	2026-05-10	上午(08:00-12:0	13	5	正常
SCH2026051014000018	Z0090	2026-05-10	下午(14:00-18:0	10	8	正常
SCH2026051108000018	Z0090	2026-05-11	上午(08:00-12:0	14	10	正常
SCH2026051114000018	Z0090	2026-05-11	下午(14:00-18:0	19	9	正常
SCH2026050508000018	Z0091	2026-05-05	上午(08:00-12:0	13	10	正常
SCH2026050514000018	Z0091	2026-05-05	下午(14:00-18:0	21	6	正常
SCH2026050608000018	Z0091	2026-05-06	上午(08:00-12:0	21	5	正常
SCH2026050614000018	Z0091	2026-05-06	下午(14:00-18:0	10	8	正常
SCH2026050708000018	Z0091	2026-05-07	上午(08:00-12:0	12	6	正常
SCH2026050714000018	Z0091	2026-05-07	下午(14:00-18:0	15	5	正常
SCH2026050808000018	Z0091	2026-05-08	上午(08:00-12:0	17	9	正常
SCH2026050814000018	Z0091	2026-05-08	下午(14:00-18:0	12	9	正常
SCH2026050908000018	Z0091	2026-05-09	上午(08:00-12:0	12	8	正常
SCH2026050914000018	Z0091	2026-05-09	下午(14:00-18:0	15	10	正常
SCH2026051008000018	Z0091	2026-05-10	上午(08:00-12:0	14	6	正常
SCH2026051014000018	Z0091	2026-05-10	下午(14:00-18:0	20	9	正常
SCH2026051108000018	Z0091	2026-05-11	上午(08:00-12:0	17	5	正常
SCH2026051114000018	Z0091	2026-05-11	下午(14:00-18:0	15	6	正常
SCH2026050508000018	Z0092	2026-05-05	上午(08:00-12:0	15	10	正常
SCH2026050514000018	Z0092	2026-05-05	下午(14:00-18:0	23	8	正常
SCH2026050608000018	Z0092	2026-05-06	上午(08:00-12:0	17	8	正常
SCH2026050614000018	Z0092	2026-05-06	下午(14:00-18:0	10	5	正常
SCH2026050708000018	Z0092	2026-05-07	上午(08:00-12:0	23	7	正常
SCH2026050714000018	Z0092	2026-05-07	下午(14:00-18:0	22	9	正常
SCH2026050808000018	Z0092	2026-05-08	上午(08:00-12:0	22	5	正常
SCH2026050814000018	Z0092	2026-05-08	下午(14:00-18:0	14	8	正常
SCH2026050908000018	Z0092	2026-05-09	上午(08:00-12:0	23	10	正常
SCH2026050914000018	Z0092	2026-05-09	下午(14:00-18:0	20	9	正常
SCH2026051008000018	Z0092	2026-05-10	上午(08:00-12:0	15	6	正常
SCH2026051014000018	Z0092	2026-05-10	下午(14:00-18:0	19	5	正常
SCH2026051108000018	Z0092	2026-05-11	上午(08:00-12:0	21	9	正常
SCH2026051114000018	Z0092	2026-05-11	下午(14:00-18:0	15	9	正常
SCH2026050508000018	Z0093	2026-05-05	上午(08:00-12:0	18	5	正常
SCH2026050514000018	Z0093	2026-05-05	下午(14:00-18:0	13	10	正常
SCH2026050608000018	Z0093	2026-05-06	上午(08:00-12:0	18	5	正常
SCH2026050614000018	Z0093	2026-05-06	下午(14:00-18:0	16	9	正常
SCH2026050708000018	Z0093	2026-05-07	上午(08:00-12:0	20	5	正常
SCH2026050714000018	Z0093	2026-05-07	下午(14:00-18:0	18	9	正常
SCH2026050808000018	Z0093	2026-05-08	上午(08:00-12:0	19	8	停诊
SCH2026050814000018	Z0093	2026-05-08	下午(14:00-18:0	23	8	正常
SCH2026050908000018	Z0093	2026-05-09	上午(08:00-12:0	25	6	正常
SCH2026050914000018	Z0093	2026-05-09	下午(14:00-18:0	21	8	正常
SCH2026051008000018	Z0093	2026-05-10	上午(08:00-12:0	17	9	正常
SCH2026051014000018	Z0093	2026-05-10	下午(14:00-18:0	22	5	正常
SCH2026051108000018	Z0093	2026-05-11	上午(08:00-12:0	20	5	正常
SCH2026051114000018	Z0093	2026-05-11	下午(14:00-18:0	19	10	正常
SCH2026050508000019	Z0094	2026-05-05	上午(08:00-12:0	12	5	正常
SCH2026050514000019	Z0094	2026-05-05	下午(14:00-18:0	21	10	正常
SCH2026050608000019	Z0094	2026-05-06	上午(08:00-12:0	17	8	正常
SCH2026050614000019	Z0094	2026-05-06	下午(14:00-18:0	14	9	正常
SCH2026050708000019	Z0094	2026-05-07	上午(08:00-12:0	25	6	正常
SCH2026050714000019	Z0094	2026-05-07	下午(14:00-18:0	14	5	正常
SCH2026050808000019	Z0094	2026-05-08	上午(08:00-12:0	11	6	正常
SCH2026050814000019	Z0094	2026-05-08	下午(14:00-18:0	12	10	停诊
SCH2026050908000019	Z0094	2026-05-09	上午(08:00-12:0	24	7	正常
SCH2026050914000019	Z0094	2026-05-09	下午(14:00-18:0	17	6	正常
SCH2026051008000019	Z0094	2026-05-10	上午(08:00-12:0	17	7	正常
SCH2026051014000019	Z0094	2026-05-10	下午(14:00-18:0	16	8	正常
SCH2026051108000019	Z0094	2026-05-11	上午(08:00-12:0	20	6	正常
SCH2026051114000019	Z0094	2026-05-11	下午(14:00-18:0	23	5	正常
SCH2026050508000019	Z0095	2026-05-05	上午(08:00-12:0	19	7	正常
SCH2026050514000019	Z0095	2026-05-05	下午(14:00-18:0	16	9	正常
SCH2026050608000019	Z0095	2026-05-06	上午(08:00-12:0	11	6	正常
SCH2026050614000019	Z0095	2026-05-06	下午(14:00-18:0	25	9	正常
SCH2026050708000019	Z0095	2026-05-07	上午(08:00-12:0	22	6	正常
SCH2026050714000019	Z0095	2026-05-07	下午(14:00-18:0	10	7	正常
SCH2026050808000019	Z0095	2026-05-08	上午(08:00-12:0	24	6	正常
SCH2026050814000019	Z0095	2026-05-08	下午(14:00-18:0	25	8	正常
SCH2026050908000019	Z0095	2026-05-09	上午(08:00-12:0	14	8	停诊
SCH2026050914000019	Z0095	2026-05-09	下午(14:00-18:0	18	8	正常
SCH2026051008000019	Z0095	2026-05-10	上午(08:00-12:0	22	9	正常
SCH2026051014000019	Z0095	2026-05-10	下午(14:00-18:0	21	7	正常
SCH2026051108000019	Z0095	2026-05-11	上午(08:00-12:0	24	8	正常
SCH2026051114000019	Z0095	2026-05-11	下午(14:00-18:0	14	5	正常
SCH2026050508000019	Z0096	2026-05-05	上午(08:00-12:0	19	10	正常
SCH2026050514000019	Z0096	2026-05-05	下午(14:00-18:0	21	7	正常
SCH2026050608000019	Z0096	2026-05-06	上午(08:00-12:0	18	5	正常
SCH2026050614000019	Z0096	2026-05-06	下午(14:00-18:0	19	8	正常
SCH2026050708000019	Z0096	2026-05-07	上午(08:00-12:0	22	10	正常
SCH2026050714000019	Z0096	2026-05-07	下午(14:00-18:0	15	5	正常
SCH2026050808000019	Z0096	2026-05-08	上午(08:00-12:0	15	7	正常
SCH2026050814000019	Z0096	2026-05-08	下午(14:00-18:0	14	6	正常
SCH2026050908000019	Z0096	2026-05-09	上午(08:00-12:0	18	9	正常
SCH2026050914000019	Z0096	2026-05-09	下午(14:00-18:0	15	5	正常
SCH2026051008000019	Z0096	2026-05-10	上午(08:00-12:0	23	8	正常
SCH2026051014000019	Z0096	2026-05-10	下午(14:00-18:0	22	10	正常
SCH2026051108000019	Z0096	2026-05-11	上午(08:00-12:0	13	9	正常
SCH2026051114000019	Z0096	2026-05-11	下午(14:00-18:0	15	5	正常
SCH2026050508000019	Z0097	2026-05-05	上午(08:00-12:0	19	10	正常
SCH2026050514000019	Z0097	2026-05-05	下午(14:00-18:0	25	6	正常
SCH2026050608000019	Z0097	2026-05-06	上午(08:00-12:0	20	10	正常
SCH2026050614000019	Z0097	2026-05-06	下午(14:00-18:0	17	9	正常
SCH2026050708000019	Z0097	2026-05-07	上午(08:00-12:0	17	9	正常
SCH2026050714000019	Z0097	2026-05-07	下午(14:00-18:0	12	9	正常
SCH2026050808000019	Z0097	2026-05-08	上午(08:00-12:0	20	6	正常
SCH2026050814000019	Z0097	2026-05-08	下午(14:00-18:0	19	6	正常
SCH2026050908000019	Z0097	2026-05-09	上午(08:00-12:0	12	7	正常
SCH2026050914000019	Z0097	2026-05-09	下午(14:00-18:0	22	9	正常
SCH2026051008000019	Z0097	2026-05-10	上午(08:00-12:0	21	7	正常
SCH2026051014000019	Z0097	2026-05-10	下午(14:00-18:0	24	7	正常
SCH2026051108000019	Z0097	2026-05-11	上午(08:00-12:0	23	5	正常
SCH2026051114000019	Z0097	2026-05-11	下午(14:00-18:0	25	6	停诊
SCH2026050508000019	Z0098	2026-05-05	上午(08:00-12:0	13	6	正常
SCH2026050514000019	Z0098	2026-05-05	下午(14:00-18:0	10	10	正常
SCH2026050608000019	Z0098	2026-05-06	上午(08:00-12:0	25	9	停诊
